Molecule Name,SMILES,pEC50,pEC50_std.error (-log10(molarity)),source
AUX-0198,COC(C)(C(=O)NCc1ccc(C)nc1-n1cc(Cl)cn1)c1ccccc1,5.717704518791101,0.0535,crude
AUX-0199,COC(C)(C(=O)NC(c1oc2ccccc2c1C)C(C)C)c1ccccc1,5.428642154123574,0.052,crude
AUX-0200,COC(C)(C(=O)N(C)CCc1ccccc1[N+](=O)[O-])c1ccccc1,5.300577133806573,0.108,crude
AUX-0201,COC(C)(C(=O)NC[C@H]1Oc2ccc(F)cc2[C@H]1c1ccccc1)c1ccccc1,5.549748313580081,0.192,crude
AUX-0202,COC(C)(C(=O)N1CC2CS(=O)(=O)CC2(c2ccccc2)C1)c1ccccc1,5.026956190200496,0.116,crude
AUX-0203,COc1cc(C(C)NC(=O)C(C)(OC)c2ccccc2)cc2ccccc12,3.8148617828632054,0.301,crude
AUX-0204,COC(C)(C(=O)NCc1ccc2nncn2c1)c1ccccc1,4.147056642394028,0.205,crude
AUX-0205,COC(C)(C(=O)NC(c1ccc(F)cc1)c1cccs1)c1ccccc1,6.055288806032542,0.0337,crude
AUX-0206,COC(C)(C(=O)NCc1cccc(Oc2ccccc2F)c1)c1ccccc1,5.350521742257076,0.161,crude
AUX-0207,COCCCN1[C@H](C)CN(C(=O)C(C)(OC)c2ccccc2)C[C@@H]1C,5.252751399390788,0.196,crude
AUX-0208,COC(C)(C(=O)NC(C)c1cnn(-c2ccc(C#N)cc2)c1C)c1ccccc1,4.918645303361635,0.0709,crude
AUX-0209,COC(C)(C(=O)NC1CC2(CC3CCC2C3)C1)c1ccccc1,5.409949210622129,0.145,crude
AUX-0210,COC(C)(C(=O)N(Cc1ccc(C(N)=O)cc1F)C1CC1)c1ccccc1,6.153817584896401,0.0487,crude
AUX-0211,COC(C)(C(=O)N(C)CC1CCCOC1c1ccccc1)c1ccccc1,4.966151533092161,0.0932,crude
AUX-0212,COC(C)(C(=O)NC1CCC(C)CC1N1CCc2ccccc2C1)c1ccccc1,5.92984939812277,0.0422,crude
AUX-0213,COC(C)(C(=O)NCCN1C2CCC1CC(O)C2)c1ccccc1,3.7385913910929744,0.273,crude
AUX-0214,COC(C)(C(=O)NC1COc2ccc3ncccc3c2C1)c1ccccc1,1.918493216507518,0.527,crude
AUX-0215,COc1cccc(CN(CC(F)F)C(=O)C(C)(OC)c2ccccc2)c1O,5.650067717399049,0.21,crude
AUX-0216,CCn1nnc(Br)c1CNC(=O)C(C)(OC)c1ccccc1,5.272320877517067,0.109,crude
AUX-0217,COC(C)(C(=O)N1CCN(c2cccc3[nH]ncc23)CC1)c1ccccc1,4.703558641565614,0.186,crude
AUX-0218,COC(C)(C(=O)N(Cc1cccc(C)n1)Cc1cccc(C)n1)c1ccccc1,5.869811269509942,0.0827,crude
AUX-0219,COc1cc(CNC(=O)C(C)(OC)c2ccccc2)c2ccccc2n1,5.482176629875303,0.0772,crude
AUX-0220,COC(C)(C(=O)NCc1ccc(-c2ccc3c(c2)CCO3)cc1)c1ccccc1,3.855576514195301,0.139,crude
AUX-0221,COC(=O)c1ccc2[nH]cc(C3CCN(C(=O)C(C)(OC)c4ccccc4)CC3)c2c1,5.223620873263072,0.182,crude
AUX-0222,COC(C)(C(=O)N(C)C(c1cccc(F)c1)c1cnn(C)c1)c1ccccc1,5.586014588485253,0.101,crude
AUX-0223,COC(C)(C(=O)N1C[C@H]2CN(C(=O)c3ccccc3F)C[C@H]2C1)c1ccccc1,5.18946246594861,0.0825,crude
AUX-0224,COC(C)(C(=O)NCc1cn(C(F)F)c2ccccc12)c1ccccc1,4.908162806568019,0.112,crude
AUX-0225,COC(C)(C(=O)N(C)C(c1ccccc1)c1ncc[nH]1)c1ccccc1,5.371202657848116,0.037,crude
AUX-0226,COC(C)(C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1cccs1)c1ccccc1,5.6485180750386315,0.0409,crude
AUX-0227,C=CCOCCCNC(=O)C(C)(OC)c1ccccc1,4.498413075037412,0.26,crude
AUX-0228,COC(C)(C(=O)N1CCCC(c2n[nH]cc2NC(=O)C2CCCC2)C1)c1ccccc1,4.874614477168145,0.108,crude
AUX-0229,COC(C)(C(=O)N1CCC(CCc2ccc(O)cc2)CC1)c1ccccc1,2.2758708506346346,0.43,crude
AUX-0230,COC(C)(C(=O)N1CCCC(S(=O)(=O)N2CCc3ccccc32)C1)c1ccccc1,5.804274479432679,0.103,crude
AUX-0231,COC(C)(C(=O)N(C)CC1=CN(C(=O)OC(C)(C)C)CCO1)c1ccccc1,5.422606047608788,0.0891,crude
AUX-0232,COC(C)(C(=O)N1CC2(CCC2)C1c1ccncc1)c1ccccc1,6.337246702468347,0.0621,crude
AUX-0233,COC(C)(C(=O)N(Cc1ccc(C)nc1)CC1CC1)c1ccccc1,5.3708474575354135,0.109,crude
AUX-0234,COC(C)(C(=O)N(C)Cc1cccnn1)c1ccccc1,5.018458095958011,0.141,crude
AUX-0235,CCN(CCN1CC=CC1)C(=O)C(C)(OC)c1ccccc1,3.7587276716434546,0.28,crude
AUX-0236,COC(C)(C(=O)N1CCCN(C)CCOCC1)c1ccccc1,3.691992783100285,0.288,crude
AUX-0237,COC(C)(C(=O)NCCc1nnc(-c2ccccc2)o1)c1ccccc1,4.4924473037370065,0.179,crude
AUX-0238,COC(C)(C(=O)NCc1cnc(O)cn1)c1ccccc1,3.617695025633186,0.289,crude
AUX-0239,COc1c(F)cccc1CC1CCCN1C(=O)C(C)(OC)c1ccccc1,5.384685766373892,0.108,crude
AUX-0240,COC(C)(C(=O)N1CCN(C(=O)OC(C)(C)C)C2CC21)c1ccccc1,6.460730838531493,0.0584,crude
AUX-0241,COC(C)(C(=O)N1CCc2cc(O)ccc2C1C(C)(C)C)c1ccccc1,6.352021497312828,0.0583,crude
AUX-0242,COC(C)(C(=O)NC1CC2(CC(COCc3ccccc3)C2)C1)c1ccccc1,4.986209599703283,0.187,crude
AUX-0243,COC(C)(C(=O)NC(c1ccccc1)c1ccc2[nH]cnc2c1)c1ccccc1,5.326270415944437,0.221,crude
AUX-0244,COC(C)(C(=O)NCc1ccsc1-n1cccc1)c1ccccc1,6.055324300341755,0.0407,crude
AUX-0245,COC(C)(C(=O)NCCc1cc(Cl)c2c(c1)OCCO2)c1ccccc1,5.313369679578075,0.0763,crude
AUX-0246,COC(C)(C(=O)N1CCC(O)(Cc2ccc(OC(F)(F)F)cc2)CC1)c1ccccc1,4.281669013173868,0.283,crude
AUX-0247,COC(C)(C(=O)NC(c1ccc(Cl)c(F)c1)c1noc(C)n1)c1ccccc1,5.71491292918512,0.0351,crude
AUX-0248,COC(C)(C(=O)NCc1cc(C(F)(F)F)cc(S(C)(=O)=O)c1)c1ccccc1,5.3442775555275395,0.093,crude
AUX-0249,COC(C)(C(=O)N(C)Cc1coc2cc(F)cc(F)c12)c1ccccc1,5.274995481022975,0.123,crude
AUX-0250,COC(C)(C(=O)N1CC(S(C)=O)C1)c1ccccc1,3.2674380990209917,0.274,crude
AUX-0251,COC(C)(C(=O)NCC(c1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1,5.880939147180432,0.07,crude
AUX-0252,COC(C)(C(=O)NC1CC(C)N(c2ccccc2)C1=O)c1ccccc1,5.188474200259087,0.075,crude
AUX-0253,COC(C)(C(=O)NC(c1cnn(-c2ccccc2)c1)C1CCOCC1)c1ccccc1,4.865486863731921,0.0829,crude
AUX-0254,COC(C)(C(=O)NC(C)C1CC2CCC1CC2)c1ccccc1,5.651255071925287,0.0465,crude
AUX-0255,COC(C)(C(=O)NC(c1ccccc1)C1CC1c1ccncc1)c1ccccc1,5.556726242434681,0.0503,crude
AUX-0256,COC(C)(C(=O)N[C@H]1CC(=O)N(C)[C@@H]1c1ccc(Cl)c(Cl)c1)c1ccccc1,5.352493587557346,0.0561,crude
AUX-0257,COC(=O)c1nc(C2CCCN2C(=O)C(C)(OC)c2ccccc2)sc1C,5.37639358873013,0.0799,crude
AUX-0258,COC(=O)C1(C2=CCN(C(=O)C(C)(OC)c3ccccc3)CC2)CCOCC1,5.992323803760355,0.0589,crude
AUX-0259,COC(C)(C(=O)NCCCn1nc2c(c1C(F)(F)F)CCC2)c1ccccc1,5.9327475273563515,0.052,crude
AUX-0260,COC(C)(C(=O)NC1CCc2nc(-c3ccccc3)ncc2C1)c1ccccc1,3.737050918438071,0.195,crude
AUX-0261,COC(C)(C(=O)NCc1ccc(C)cc1OCC1CCOC1)c1ccccc1,5.57432744755842,0.0776,crude
AUX-0262,COC(C)(C(=O)NC(CC(C)C)c1cccc(C#N)c1)c1ccccc1,5.745226373562872,0.0376,crude
AUX-0263,COC(C)(C(=O)NCC(O)(C1CCC(F)(F)CC1)C(F)(F)F)c1ccccc1,6.269882970859544,0.0374,crude
AUX-0264,COC(C)(C(=O)N1C[C@H]2[C@@H](CO)CO[C@H]2C1)c1ccccc1,4.4196402134523005,0.14,crude
AUX-0265,COC(C)(C(=O)N1C[C@H](CO)C[C@H](C(C)(C)C)C1)c1ccccc1,5.3069160251222245,0.093,crude
AUX-0266,COC(C)(C(=O)N1CCN(C(=O)C(C)Oc2cccc(F)c2F)CC1)c1ccccc1,5.524704858913582,0.0629,crude
AUX-0267,COC(C)(C(=O)N[C@H]1CCO[C@@H]1c1cncc(-c2ccccc2F)c1)c1ccccc1,5.381810543754107,0.0982,crude
AUX-0268,COC(C)(C(=O)N[C@H]1C[C@@H](n2cncn2)C1)c1ccccc1,3.1774608457994447,0.252,crude
AUX-0269,COC(C)(C(=O)NC(c1cncc(Br)c1)C1CC1)c1ccccc1,5.615977503384645,0.0593,crude
AUX-0270,COC(C)(C(=O)N1C[C@H]2CC[C@@H]1c1ccccc12)c1ccccc1,5.130167786835869,0.141,crude
AUX-0271,COC(C)(C(=O)NC1CC(OC(C)(C)C)C1n1cccn1)c1ccccc1,6.223818377006079,0.0546,crude
AUX-0272,COC(C)(C(=O)NC(C)(C)C#Cc1ccccc1)c1ccccc1,5.204118244299392,0.12,crude
AUX-0273,COC(C)(C(=O)NC1(Cc2cccc(Br)c2)CCOC1)c1ccccc1,6.184886012430692,0.0587,crude
AUX-0274,COC(C)(C(=O)N(CCNC(C)=O)Cc1ccc(C)s1)c1ccccc1,5.461607490557476,0.1,crude
AUX-0275,COC(C)(C(=O)NCCCOc1cc(C)cc(C)c1C)c1ccccc1,5.923507406780811,0.0508,crude
AUX-0276,COC(C)(C(=O)N1CCN(C(C)C(F)(F)F)CC1)c1ccccc1,2.635448817532356,0.615,crude
AUX-0277,CNC(=O)COCCNC(=O)C(C)(OC)c1ccccc1,5.579788731534629,0.116,crude
AUX-0278,COC(C)(C(=O)N(C)CCS(=O)(=O)NCC1CC1)c1ccccc1,5.351962577511267,0.0523,crude
AUX-0279,COC(C)(C(=O)NCc1nc(-c2cc3ccccc3o2)cs1)c1ccccc1,4.833938900261724,0.204,crude
AUX-0280,CCC(NC(=O)C(C)(OC)c1ccccc1)C(=O)NC(C)c1cc(C)sc1C,5.889152351740361,0.0398,crude
AUX-0281,COC(C)(C(=O)N1CCC[C@@H]2O[C@H](c3ccccc3)C[C@@H]21)c1ccccc1,5.907494846834417,0.106,crude
AUX-0282,COC(C)(C(=O)NC(C)c1cc2cc(Br)ccc2[nH]1)c1ccccc1,5.6906948593653786,0.179,crude
AUX-0283,COc1cccc(C(NC(=O)C(C)(OC)c2ccccc2)C2CC2)n1,5.726185890551026,0.0406,crude
AUX-0284,COC(C)(C(=O)NCc1ccn(CC(C)C)n1)c1ccccc1,4.916112126067958,0.125,crude
AUX-0285,COC(C)(C(=O)N[C@@H](C)CN(C)CCCN(C)C)c1ccccc1,3.645846130544026,0.265,crude
AUX-0286,COC(C)(C(=O)NC1(c2nc(C)cc(C(F)F)n2)CCCC1)c1ccccc1,5.576781752735861,0.0646,crude
AUX-0287,COC(C)(C(=O)N1CCN2CCOC3CCCC1C32)c1ccccc1,3.0067112563293135,0.668,crude
AUX-0288,COC(C)(C(=O)N(C1CC1)[C@@H]1COC[C@H]1O)c1ccccc1,3.751983523331639,0.591,crude
AUX-0289,COC(C)(C(=O)N1CCN(c2nc3ccc(Cl)cc3s2)CC1)c1ccccc1,2.5429318190372077,0.305,crude
AUX-0290,COC(C)(C(=O)NCCC#N)c1ccccc1,3.837624211265477,0.206,crude
AUX-0291,COC(C)(C(=O)N1C[C@H](C(F)(F)F)[C@@H](S(=O)(=O)N(C)C)C1)c1ccccc1,6.293233892160987,0.0606,crude
AUX-0292,COC(C)(C(=O)NC(C)C(=O)N1c2ccccc2CC1C)c1ccccc1,5.517941126788427,0.0955,crude
AUX-0293,COC(C)(C(=O)NCc1cncc2c1CCC2)c1ccccc1,5.099870841780374,0.0908,crude
AUX-0294,COC(C)(C(=O)N1CCC(NC(=O)Nc2cccc3ccccc23)C1)c1ccccc1,5.4444352519303045,0.143,crude
AUX-0295,COC(C)(C(=O)NCc1c(O)ccc2ccccc12)c1ccccc1,1.8586844862318803,0.552,crude
AUX-0296,CCC(C)N(CC(O)COc1cccc(Cl)c1)C(=O)C(C)(OC)c1ccccc1,6.383760518891877,0.117,crude
AUX-0297,CCCN(CC(=O)Nc1cc(Cl)ccc1Cl)C(=O)C(C)(OC)c1ccccc1,6.0995757949303675,0.0367,crude
AUX-0298,COC(C)(C(=O)N1[C@@H](CO)C[C@H]2OCC[C@H]21)c1ccccc1,2.5820123200722427,0.609,crude
AUX-0299,COC(C)(C(=O)NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1ccccc1,5.28111204248017,0.201,crude
AUX-0300,COC(C)(C(=O)NCC1(C)NC(=O)NC1=O)c1ccccc1,3.3783686469633936,0.282,crude
AUX-0301,COC(C)(C(=O)N1CC(Oc2ccncc2C(F)(F)F)C1)c1ccccc1,4.643652824744006,0.16,crude
AUX-0302,COC(C)(C(=O)NC(c1ccc(C)o1)C1(C)CCCO1)c1ccccc1,5.71117189330649,0.0802,crude
AUX-0303,COC(C)(C(=O)N1C[C@H]2c3ccccc3OC[C@@]2(C(=O)OC(C)(C)C)C1)c1ccccc1,6.4346629183106,0.107,crude
AUX-0304,COC(C)(C(=O)NCc1cc2cc(F)ccc2s1)c1ccccc1,5.682819487661839,0.0832,crude
AUX-0305,COC(C)(C(=O)N1CCn2c(nnc2-c2cccs2)C1)c1ccccc1,4.6754103091460175,0.206,crude
AUX-0306,CCOC=CC(O)(CNC(=O)C(C)(OC)c1ccccc1)C(F)(F)F,6.368804803784787,0.0581,crude
AUX-0307,C#CCC(Cc1ccccc1)N(C)C(=O)C(C)(OC)c1ccccc1,5.74316408070568,0.112,crude
AUX-0308,COC(C)(C(=O)NC(C)Cn1nc(C(F)(F)F)cc1C1CC1)c1ccccc1,5.809823201595507,0.0608,crude
AUX-0309,CCN(CC)C(=O)C1(CC)CCCN(C(=O)C(C)(OC)c2ccccc2)C1,5.473726586219863,0.0986,crude
AUX-0310,CCC(CNC(=O)C(C)(OC)c1ccccc1)Oc1ccccc1Cl,5.493028411663399,0.0664,crude
AUX-0311,COC(C)(C(=O)NCC(O)COc1ccc(I)cc1)c1ccccc1,5.6060746947380755,0.197,crude
AUX-0312,COC(C)(C(=O)NC(C)c1ccc2ccn(C)c2c1)c1ccccc1,5.787663511233496,0.0556,crude
AUX-0313,COC(C)(C(=O)N[C@H]1CCC[C@H]1n1cnnc1)c1ccccc1,3.815614795447252,0.238,crude
AUX-0314,COC(C)(C(=O)NC(C)c1ccc(Oc2cccnc2)c(F)c1)c1ccccc1,5.108930450469776,0.166,crude
AUX-0315,COC(C)(C(=O)NC1CC2C=CC1O2)c1ccccc1,3.929567233848443,0.208,crude
AUX-0316,CCC1CC1(NC(=O)C(C)(OC)c1ccccc1)c1cccc(C)c1,5.725911883552751,0.0767,crude
AUX-0317,COC(C)(C(=O)N1C[C@H](c2ccccc2)[C@@H](C#N)C1)c1ccccc1,5.668117748573969,0.0548,crude
AUX-0318,COc1cccc2c1OCC(NC(=O)C(C)(OC)c1ccccc1)C2,5.810961251054381,0.0446,crude
AUX-0319,COC(C)(C(=O)NC(CC1CC1)c1ccc(Cl)cn1)c1ccccc1,6.284518833714163,0.0411,crude
AUX-0320,COC(C)(C(=O)NCc1cc(Cl)ccc1OC(F)F)c1ccccc1,5.420285663327824,0.0851,crude
AUX-0321,COC(C)(C(=O)NC(C)c1cn(C(C)(C)C)nc1C)c1ccccc1,5.662283821909201,0.0425,crude
AUX-0322,COC(C)(C(=O)N[C@@H]1CP(C)(=O)C[C@H]1O)c1ccccc1,3.210997654533527,0.287,crude
AUX-0323,COC(C)(C(=O)N(C)CC1(C)CC2CC2C1)c1ccccc1,4.802599821406093,0.141,crude
AUX-0324,COc1ccc(CCC(=O)N2CCCN(C(=O)C(C)(OC)c3ccccc3)CC2)cc1,5.481053397706357,0.0646,crude
AUX-0325,COC(C)(C(=O)N1CCOC2c3ccccc3OCC21)c1ccccc1,5.001366694373081,0.11,crude
AUX-0326,COC(C)(C(=O)NCc1cnnn1-c1ccccc1)c1ccccc1,5.381346646215802,0.0735,crude
AUX-0327,COC(C)(C(=O)NCc1c(Cl)cccc1-n1ccnc1)c1ccccc1,5.467009526684251,0.0613,crude
AUX-0328,COC(C)(C(=O)N1CCO[C@H](c2cccc(Cl)c2)[C@H]1C)c1ccccc1,5.898350692417736,0.0536,crude
AUX-0329,COC(C)(C(=O)NCc1cc2c(cc1Br)OC(C)(C)O2)c1ccccc1,5.748304471534431,0.197,crude
AUX-0330,COC(C)(C(=O)N1Cc2n[nH]cc2C1C(N)=O)c1ccccc1,3.3175612761835045,0.443,crude
AUX-0331,CCC(NC(=O)C(C)(OC)c1ccccc1)c1cccc2cc[nH]c12,6.323177425565265,0.0596,crude
AUX-0332,COC(C)(C(=O)N1CCn2cnc(-c3ccccc3)c2C1)c1ccccc1,5.01162919129432,0.123,crude
AUX-0333,COC(C)(C(=O)N(C)Cc1cccc(=O)[nH]1)c1ccccc1,4.2992253492236445,0.256,crude
AUX-0334,COC(=O)C1C2CCC1(C1CCCN(C(=O)C(C)(OC)c3ccccc3)C1)C2,5.4350268203872645,0.0874,crude
AUX-0335,COC(C)(C(=O)N1CCC[C@H]1C(=O)N=S(C)(C)=O)c1ccccc1,2.337032349759415,0.627,crude
AUX-0336,C=C1C(NC(=O)C(C)(OC)c2ccccc2)C[C@H]2C[C@@H]1C2(C)C,5.793391022919264,0.0572,crude
AUX-0337,COC(C)(C(=O)N(Cc1ccco1)Cc1cc2cc(C)ccc2o1)c1ccccc1,5.374846493039643,0.179,crude
AUX-0338,COC(C)(C(=O)NCCc1cccc2cnccc12)c1ccccc1,4.854875487386421,0.25,crude
AUX-0339,COC(C)(C(=O)NC(Cc1ccc(F)cc1)C1COc2ccccc2O1)c1ccccc1,5.4379787763547185,0.134,crude
AUX-0340,COC(C)(C(=O)NCCn1cnnc1)c1ccccc1,2.993356083646377,0.205,crude
AUX-0341,COC(C)(C(=O)N[C@H]1CC=CC[C@@H]1C(F)(F)F)c1ccccc1,5.490794824532875,0.102,crude
AUX-0342,COC(C)(C(=O)N1C[C@H](Oc2cccc3c2CCC3)[C@@H](O)C1)c1ccccc1,5.602054329683895,0.0819,crude
AUX-0343,COC(C)(C(=O)NC1(c2cncn2C)CC1)c1ccccc1,4.258151147948965,0.288,crude
AUX-0344,COC(C)(C(=O)NCCCCn1c(=O)oc2ccccc21)c1ccccc1,5.227394360534145,0.1,crude
AUX-0345,COC(C)(C(=O)NCC(c1ccc(SC)cc1)N(C)C)c1ccccc1,5.332445601551912,0.0932,crude
AUX-0346,COC(C)(C(=O)NC1CCS(=O)(=O)c2ccc(Cl)cc21)c1ccccc1,5.325413267616697,0.0499,crude
AUX-0347,CNS(=O)(=O)c1ccc(C(=O)NC2(C)CC=CCC2)cc1,5.866309762568914,0.0644112567801622,semipure
AUX-0348,COC(C(=O)N1CCN(c2ncccn2)CC1)c1ccccc1,4.046572938369108,0.1661279627275312,semipure
AUX-0349,CC1(NC(=O)c2ccc(S(=O)(=O)C3CC3)cc2)CC=CCC1,5.454506318061207,0.044026611270912,semipure
AUX-0350,CN(C)c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1,5.705234571735586,0.0526228324969304,semipure
AUX-0351,COC(C(=O)N1CCN(c2cc(C)ccn2)CC1)c1ccccc1,5.090878379018963,0.0976165969494941,semipure
AUX-0352,COC(C)(C(=O)N1CCN(c2ncccn2)CC1)c1ccccc1,5.044068431941631,0.0977663029882996,semipure
AUX-0353,COC(C(=O)N1CCN(c2nccc(C)n2)CC1)c1ccccc1,5.241346024844575,0.0553191874488409,semipure
AUX-0354,COC(C(=O)N1CCCN(c2ncccn2)CC1)c1ccccc1,5.05831912334763,0.1399330196915653,semipure
AUX-0355,CC(C)c1ccnc(N2CCC(NC(=O)Nc3cccnc3)C2)n1,4.883602153724932,0.1471206987476609,semipure
AUX-0356,CCOc1ncccc1NC(=O)N1CCN(c2ncccn2)CC1,5.148344859205448,0.0594319989567909,semipure
AUX-0357,CC1(NC(=O)c2cccc(S(=O)(=O)NC3CC3)c2)CC=CCC1,5.915490187346583,0.0439866457007124,semipure
AUX-0358,CCN(C)c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1,6.040746800082969,0.0523742780379834,semipure
AUX-0359,COC(C(=O)N1CCN(c2cc(C)cc(C)c2)CC1)c1ccccc1,4.350515641370416,0.1769138208281083,semipure
AUX-0360,COC(C(=O)N1CCN(c2cccc(C)c2)C(C)C1)c1ccccc1,5.198423591349363,0.0898728129080202,semipure
AUX-0361,COC(C(=O)N1CCN(c2cccc(C)c2C)CC1)c1ccccc1,5.687705053456715,0.0482726889659152,semipure
AUX-0362,COC(C)(C(=O)N1CCN(c2cc(C)ccn2)CC1)c1ccccc1,6.051459028887535,0.0389988781889941,semipure
AUX-0363,COC(C)(C(=O)N1CCN(c2nccc(C)n2)CC1)c1ccccc1,5.84746478297366,0.0469071956100553,semipure
AUX-0364,COC(C)(C(=O)N1CCCN(c2ncccn2)CC1)c1ccccc1,5.327484232598805,0.0478386088844565,semipure
AUX-0365,COC(C(=O)N1CCN(c2nc(C)cc(C)n2)CC1)c1ccccc1,5.199601235733982,0.0661833249391415,semipure
AUX-0366,Cc1ccc(NC(=O)NC2CCN(c3nccc(C(C)C)n3)C2)cn1,4.82153222989785,0.1826013417256292,semipure
AUX-0367,CCOc1ncccc1NC(=O)N1CCN(c2cc(C)ccn2)CC1,4.972306722786716,0.1075,semipure
AUX-0368,CCOc1ncccc1NC(=O)N1CCCN(c2ncccn2)CC1,5.078715821958929,0.0690200876556962,semipure
AUX-0369,CCOc1ncccc1NC(=O)N1CCN(c2nccc(C)n2)CC1,4.904536718227541,0.121273451340349,semipure
AUX-0370,O=S(=O)(Nc1ccccc1N1CCCC1)c1cnn(C2CCC2)c1,5.77677157872537,0.0453275302658329,semipure
AUX-0371,CC(=O)N(C)c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1,6.3361618438990135,0.1091718828270356,semipure
AUX-0372,CC1(NC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)CC=CCC1,5.8583076806534224,0.0975,semipure
AUX-0373,CCCN(C)c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1,6.1791676880947035,0.0675482235147601,semipure
AUX-0374,CCN(CC)c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1,6.0729275235933615,0.0489690208192894,semipure
AUX-0375,COC(C)(C(=O)N1CCN(c2cc(C)cc(C)c2)CC1)c1ccccc1,5.340724481598198,0.0721623343580291,semipure
AUX-0376,COC(C)(C(=O)N1CCN(c2cccc(C)c2)C(C)C1)c1ccccc1,5.462255401020947,0.0628351016550462,semipure
AUX-0377,COC(C)(C(=O)N1CCN(c2cccc(C)c2C)CC1)c1ccccc1,5.546314840613683,0.0253539444662955,semipure
AUX-0378,CCN(C(=O)N1CCN(c2nccc(C(C)C)n2)CC1)c1ccccc1,6.253122489596673,0.0468194938033294,semipure
AUX-0379,COC(C)(C(=O)N1CCN(c2nc(C)cc(C)n2)CC1)c1ccccc1,6.12642171362947,0.0404874363228891,semipure
AUX-0380,COC(C(=O)N1CCN(c2nccc(C(C)C)n2)CC1)c1ccccc1,5.918200289506183,0.0379054745386467,semipure
AUX-0381,CCOc1ncccc1NC(=O)N1CCN(c2cc(C)cc(C)c2)CC1,5.088296347047898,0.0869234720889588,semipure
AUX-0382,CCOc1ncccc1NC(=O)N1CCN(c2cccc(C)c2)C(C)C1,5.158378132439253,0.0804813643025514,semipure
AUX-0383,CCOc1ncccc1NC(=O)N1CCN(c2cccc(C)c2C)CC1,5.359392872133272,0.066336660301827,semipure
AUX-0384,COc1ccccc1NC(=O)NC1CCN(c2nccc(C(C)C)n2)C1,5.404842098581772,0.0707053039028897,semipure
AUX-0385,COc1ccccc1OC(=O)N1CCN(c2nccc(C(C)C)n2)CC1,5.638160129530774,0.054522518283733,semipure
AUX-0386,CCOc1ncccc1NC(=O)N1CCN(c2nc(C)cc(C)n2)CC1,5.24601085876674,0.0578070064957527,semipure
AUX-0387,CC1(NC(=O)/C=C/c2ccc(S(=O)(=O)NC3CC3)cc2)CC=CCC1,4.515750095975501,0.1417127376067515,semipure
AUX-0388,O=S(=O)(Nc1ccccc1N1CCCCC1)c1cnn(C2CCC2)c1,5.6627946117792485,0.0977834853132163,semipure
AUX-0389,CC(C)c1ccnc(N2CCN(C(=O)Oc3ccc(F)cc3F)CC2)n1,5.086512392336276,0.1971604676399404,semipure
AUX-0390,CC1(NC(=O)CCc2ccc(S(=O)(=O)NC3CC3)cc2)CC=CCC1,4.879653521399815,0.1155703249108524,semipure
AUX-0391,CC1(NC(=O)c2cccc(S(=O)(=O)NC3CCCC3)c2)CC=CCC1,6.137220420600693,0.0728841718070528,semipure
AUX-0392,CC(C)N(C)c1ccccc1CNS(=O)(=O)c1cnn(C2CCC2)c1,5.81157141395399,0.0623683413279526,semipure
AUX-0393,CC1(NC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)CC=CCC1,5.644453496030057,0.0699672066042371,semipure
AUX-0394,CC(C)c1ccnc(N2CCN(C(=O)N3CCOc4ccccc43)CC2)n1,5.847102847432347,0.080575492552016,semipure
AUX-0395,CC(C)c1cccc(NC(=O)NC2CCN(c3nccc(C(C)C)n3)C2)c1,5.400798157216189,0.0957000522465897,semipure
AUX-0396,COC(C(=O)Nc1nc(C2CC2)nc(N2CCNCC2)n1)c1ccccc1,4.405864276145506,0.188741224961586,semipure
AUX-0397,COC(C(=O)N1CCN(c2cc(C)nc(C(C)C)n2)CC1)c1ccccc1,4.02069127526095,0.1848032737805259,semipure
AUX-0398,CC(C)c1ccnc(N2CCC(NC(=O)Nc3cccc4c3OCO4)C2)n1,4.988403813453169,0.1690517672193935,semipure
AUX-0399,CCOc1cccc(NC(=O)NC2CCN(c3nccc(C(C)C)n3)C2)c1,5.128506353352587,0.1658583733189253,semipure
AUX-0400,COC(=O)c1ccnc(N2CCN(C(=O)C(OC)c3ccccc3)CC2)n1,4.21917756111108,0.1386190823804573,semipure
AUX-0401,Cc1ccc(S(=O)(=O)CC(=O)N2CCOC(c3ccccn3)C2)cc1C,5.495028608742787,0.0635048423350534,semipure
AUX-0402,CN(c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1)C1CCCC1,6.488172948912314,0.0426739088905621,semipure
AUX-0403,Cc1cc(F)ccc1-n1ccc(NC(=O)NCCC(=O)Nc2ccccc2)n1,5.859028705768844,0.105215255547853,semipure
AUX-0404,COC(C)(C(=O)Nc1nc(C2CC2)nc(N2CCNCC2)n1)c1ccccc1,5.716719007860915,0.0570031797358708,semipure
